Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Genome	Last_Change	MSL_of_Last_Change	Proposal_for_Last_Change_
6108	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini31	ICTV202009418	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6109	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini32	ICTV202009419	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6110	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini33	ICTV202009420	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6111	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini34	ICTV202009421	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6112	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini35	ICTV202009422	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6113	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini36	ICTV202009423	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6114	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini37	ICTV202009424	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6115	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Betatorquevirus		Betatorquevirus homini38	ICTV202009425	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6116	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Chitorquevirus		Chitorquevirus indri1	ICTV202009427	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6117	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Deltatorquevirus		Deltatorquevirus tupai1	ICTV20093134	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6118	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Epsilontorquevirus		Epsilontorquevirus calli1	ICTV20093135	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6119	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid1	ICTV20093136	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6120	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid2	ICTV20115625	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6121	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid3	ICTV202009430	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6122	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid4	ICTV202009431	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6123	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid5	ICTV202009456	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6124	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid17	ICTV202420398	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6125	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid18	ICTV202420402	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6126	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid19	ICTV202420404	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6127	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid20	ICTV202420405	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6128	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid21	ICTV202420399	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6129	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid22	ICTV202420403	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6130	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid24	ICTV202420401	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6131	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid25	ICTV202420396	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6132	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid26	ICTV202420397	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6133	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid27	ICTV202420400	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6134	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid28	ICTV202420395	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6135	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus felid35	ICTV202420406	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6136	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Etatorquevirus		Etatorquevirus viver3	ICTV202009432	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6137	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi1	ICTV20093137	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6138	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi2	ICTV20093138	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6139	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi3	ICTV20115629	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6140	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi4	ICTV20115630	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6141	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi5	ICTV20115631	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6142	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi6	ICTV20115632	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6143	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi7	ICTV20115633	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6144	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi8	ICTV20115634	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6145	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi9	ICTV20115635	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6146	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi10	ICTV20115636	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6147	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi11	ICTV20115637	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6148	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi12	ICTV20115638	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6149	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi13	ICTV20115639	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6150	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi14	ICTV20115640	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6151	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gammatorquevirus		Gammatorquevirus homidi15	ICTV20115641	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6152	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gimeltorquevirus		Gimeltorquevirus ursid13	ICTV202009434	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6153	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gimeltorquevirus		Gimeltorquevirus ursid26	ICTV202420407	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6154	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gimeltorquevirus		Gimeltorquevirus ursid27	ICTV202420408	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6155	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus anas1	ICTV202420410	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6156	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus anas2	ICTV202420411	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6157	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus chauna1	ICTV202420409	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6158	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus chickenanemia	ICTV19930761	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6159	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus fulgla1	ICTV202009379	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6160	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus galga1	ICTV202009375	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6161	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus galga2	ICTV202009380	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6162	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus homsa1	ICTV202009374	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6163	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus homsa2	ICTV202009376	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6164	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus homsa3	ICTV202009377	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6165	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus homsa4	ICTV202009378	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6166	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus hydho1	ICTV202009381	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6167	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus myferr1	ICTV202009382	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6168	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Gyrovirus		Gyrovirus phaco1	ICTV202317787	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6169	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Hetorquevirus		Hetorquevirus hominid2	ICTV202009436	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6170	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Hetorquevirus		Hetorquevirus hominid3	ICTV202317799	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6171	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Hetorquevirus		Hetorquevirus hominid4	ICTV202317800	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6172	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Hetorquevirus		Hetorquevirus hominid5	ICTV202317801	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6173	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Hetorquevirus		Hetorquevirus hominid6	ICTV202317802	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6174	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Iotatorquevirus		Iotatorquevirus suida1a	ICTV20093139	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6175	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Iotatorquevirus		Iotatorquevirus ursid17	ICTV202420412	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6176	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Kappatorquevirus		Kappatorquevirus suidak2a	ICTV20115624	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6177	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Kappatorquevirus		Kappatorquevirus suidak2b	ICTV20151874	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6178	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Lambdatorquevirus		Lambdatorquevirus phoci1	ICTV201856510	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6179	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Lambdatorquevirus		Lambdatorquevirus phoci2	ICTV201856511	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6180	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Lambdatorquevirus		Lambdatorquevirus phoci3	ICTV201856512	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6181	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Lambdatorquevirus		Lambdatorquevirus phoci5	ICTV201856513	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6182	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Lambdatorquevirus		Lambdatorquevirus phoci6	ICTV201856514	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6183	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Lamedtorquevirus		Lamedtorquevirus hominid11	ICTV202317807	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6184	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Memtorquevirus		Memtorquevirus hominid12	ICTV202317808	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6185	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Memtorquevirus		Memtorquevirus hominid13	ICTV202317809	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6186	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Memtorquevirus		Memtorquevirus hominid14	ICTV202317810	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6187	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Mutorquevirus		Mutorquevirus equid1	ICTV201856509	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6188	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Mutorquevirus		Mutorquevirus equid2	ICTV202113424	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6189	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Nutorquevirus		Nutorquevirus phoci4	ICTV201856516	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6190	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Omegatorquevirus		Omegatorquevirus hominid1	ICTV202009438	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6191	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Omicrontorquevirus		Omicrontorquevirus ursid5	ICTV202009440	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6192	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Omicrontorquevirus		Omicrontorquevirus ursid16	ICTV202420426	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6193	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Petorquevirus		Petorquevirus canid1	ICTV20093141	ssDNA(+/-)	Renamed,Moved,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6194	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Petorquevirus		Petorquevirus ixodi1	ICTV202009459	ssDNA(+/-)	Renamed,Moved,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6195	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Petorquevirus		Petorquevirus viver4	ICTV202009467	ssDNA(+/-)	Renamed,Moved,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6196	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid7	ICTV202009442	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6197	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid8	ICTV202009443	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6198	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid9	ICTV202009444	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6199	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid10	ICTV202009445	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6200	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid11	ICTV202009446	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6201	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid12	ICTV202009447	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6202	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid18	ICTV202420420	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6203	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid19	ICTV202420414	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6204	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid20	ICTV202420419	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6205	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid21	ICTV202420416	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6206	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid22	ICTV202420421	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6207	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid23	ICTV202420417	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6208	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid24	ICTV202420418	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6209	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid25	ICTV202420415	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6210	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Pitorquevirus		Pitorquevirus ursid29	ICTV202420422	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6211	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Psitorquevirus		Psitorquevirus procy4	ICTV202009449	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6212	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin1	ICTV202420384	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6213	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin2	ICTV202420383	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6214	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin3	ICTV202420380	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6215	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin4	ICTV202420382	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6216	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin5	ICTV202420394	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6217	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin6	ICTV202420381	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6218	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin7	ICTV202420387	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
