Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Genome	Last_Change	MSL_of_Last_Change	Proposal_for_Last_Change_
13161	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus dauci	ICTV202420714	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13162	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus epipactis	ICTV202420720	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13163	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus gymnadeniae	ICTV202214171	ssRNA(-)	Renamed,Moved,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13164	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus heliospermae	ICTV202420723	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13165	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus hibisci	ICTV202420724	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13166	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus lonatis	ICTV202420725	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13167	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus lupinis	ICTV202420726	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13168	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus rhopalocnemis	ICTV202420727	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13169	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus silenis	ICTV202420728	ssRNA(-)	New,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13170	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus		Gammacytorhabdovirus trachyspermi	ICTV202214175	ssRNA(-)	Renamed,Moved,	40	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip
13171	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammanucleorhabdovirus		Gammanucleorhabdovirus cerealis	ICTV202318290	ssRNA(-)	New,	39	2023.017M.Betarhabdovirinae_1ng_7nsp.zip
13172	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Gammanucleorhabdovirus		Gammanucleorhabdovirus maydis	ICTV20094940	ssRNA(-)	Renamed,	37	2021.036M.R.Rhabdoviridae_sprename.zip
13173	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Trirhavirus		Trirhavirus alni	ICTV202420737	ssRNA(-)	New,	40	2024.016P.Rhabdoviridae_1ngen_5nsp.zip
13174	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Trirhavirus		Trirhavirus chrysanthemi	ICTV202420738	ssRNA(-)	New,	40	2024.016P.Rhabdoviridae_1ngen_5nsp.zip
13175	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Trirhavirus		Trirhavirus erysimi	ICTV202420739	ssRNA(-)	New,	40	2024.016P.Rhabdoviridae_1ngen_5nsp.zip
13176	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Trirhavirus		Trirhavirus medicagonis	ICTV202420740	ssRNA(-)	New,	40	2024.016P.Rhabdoviridae_1ngen_5nsp.zip
13177	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Trirhavirus		Trirhavirus picridis	ICTV202420741	ssRNA(-)	New,	40	2024.016P.Rhabdoviridae_1ngen_5nsp.zip
13178	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus aconiti	ICTV202318590	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13179	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus allii	ICTV202214266	ssRNA(-)	New,	38	2022.021M.Varicosavirus_9nsp.zip
13180	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus alopecuri	ICTV202009370	ssRNA(-)	Renamed,	37	2021.036M.R.Rhabdoviridae_sprename.zip
13181	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus alphabrassicae	ICTV202214267	ssRNA(-)	Renamed,	39	2023.022M.Varicosavirus_32nsp.zip
13182	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus aperae	ICTV202318591	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13183	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus aponogeti	ICTV202318592	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13184	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus arceuthobii	ICTV202318593	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13185	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus artemisiae	ICTV202318594	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13186	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus asclepiadis	ICTV202318595	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13187	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus betabrassicae	ICTV202318596	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13188	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus caladeniae	ICTV202318597	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13189	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus centaurea	ICTV202318598	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13190	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus cucumis	ICTV202318599	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13191	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus didymochlaenae	ICTV202318600	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13192	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus erysimi	ICTV202318601	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13193	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus frullaniae	ICTV202318602	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13194	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus guizotiae	ICTV202318603	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13195	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus holci	ICTV202318604	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13196	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus ipomoeae	ICTV202214270	ssRNA(-)	New,	38	2022.021M.Varicosavirus_9nsp.zip
13197	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus lactucae	ICTV19982751	ssRNA(-)	Renamed,	37	2021.036M.R.Rhabdoviridae_sprename.zip
13198	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus leucanthemi	ICTV202318605	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13199	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus lolii	ICTV202214268	ssRNA(-)	New,	38	2022.021M.Varicosavirus_9nsp.zip
13200	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus luffae	ICTV202318606	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13201	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus melampyri	ICTV202214269	ssRNA(-)	New,	38	2022.021M.Varicosavirus_9nsp.zip
13202	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus meliloti	ICTV202318607	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13203	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus monocleae	ICTV202318608	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13204	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus penniseti	ICTV202318609	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13205	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus primulae	ICTV202318610	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13206	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus ranunculi	ICTV202318611	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13207	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus raphani	ICTV202318612	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13208	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus ribes	ICTV202318613	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13209	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus silenis	ICTV202318614	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13210	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus streptoglossae	ICTV202318615	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
13211	Riboviria		Orthornavirae		Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Varicosavirus		Varicosavirus tanaceti	ICTV202318616	ssRNA(-)	New,	39	2023.022M.Varicosavirus_32nsp.zip
